Time [s of week]         phi [°]      lambda [°]     h [m]
       221580.0  46.97992082500  15.42319560278    383.517
       221581.0  46.97997608889  15.42313096944    381.930
       221582.0  46.98004220000  15.42306859444    381.436
       221583.0  46.98010370278  15.42302093333    382.391
       221584.0  46.98016367778  15.42296320556    383.076
       221585.0  46.98022334167  15.42290587222    382.625
       221586.0  46.98029116944  15.42285573611    382.178
       221587.0  46.98035507222  15.42280036944    382.246
       221588.0  46.98041677778  15.42273784722    381.192
       221589.0  46.98047880278  15.42268769444    381.585
       221590.0  46.98053805278  15.42261620556    379.387
       221591.0  46.98060193611  15.42257720278    379.768
       221592.0  46.98065756944  15.42250689444    377.404
       221593.0  46.98072016944  15.42247143333    380.355
       221594.0  46.98077529722  15.42241305556    380.668
       221595.0  46.98083526111  15.42236767778    383.233
       221596.0  46.98089292778  15.42232009444    385.559
       221597.0  46.98095214444  15.42227216944    385.282
       221598.0  46.98101901667  15.42221913333    385.025
       221599.0  46.98108404167  15.42217086667    384.664
       221600.0  46.98114410000  15.42210448889    382.311
       221601.0  46.98120853333  15.42205905556    382.527
       221602.0  46.98126967778  15.42200613611    382.777
       221603.0  46.98133035556  15.42194795556    383.180
       221604.0  46.98139138611  15.42189035833    383.202
       221605.0  46.98144951111  15.42183832778    382.590
       221606.0  46.98150733611  15.42178119722    382.836
       221607.0  46.98156720000  15.42172769444    382.212
       221608.0  46.98162585833  15.42166711667    381.235
       221609.0  46.98168123611  15.42161617500    382.615
       221610.0  46.98174089444  15.42156697222    383.510
       221611.0  46.98179713611  15.42150537778    384.459
       221612.0  46.98185580278  15.42145208056    385.490
       221613.0  46.98192125000  15.42140633889    384.281
       221614.0  46.98198452222  15.42135628333    383.086
       221615.0  46.98204341111  15.42129541111    382.922
       221616.0  46.98210747500  15.42125132778    383.952
       221617.0  46.98217127222  15.42118889444    383.438
       221618.0  46.98223341667  15.42112821667    383.743
       221619.0  46.98229459722  15.42107393611    383.678
       221620.0  46.98235641944  15.42101588611    383.645
       221621.0  46.98241580833  15.42095837222    383.530
       221622.0  46.98248205000  15.42090543333    383.876
       221623.0  46.98254580556  15.42085970278    383.727
       221624.0  46.98261079167  15.42083267778    383.195
       221625.0  46.98267662500  15.42083522222    383.404
       221626.0  46.98274144722  15.42084791389    384.200
       221627.0  46.98280157778  15.42086698611    384.457
       221628.0  46.98285416944  15.42089379722    383.584
       221629.0  46.98289747500  15.42092668611    383.718
       221630.0  46.98293073056  15.42096020000    382.835
       221631.0  46.98297221111  15.42097045000    381.720
       221632.0  46.98300257778  15.42095915556    382.479
       221633.0  46.98302155000  15.42092488056    383.660
       221634.0  46.98302116944  15.42087630556    383.965
       221635.0  46.98301305833  15.42082078889    382.690
       221636.0  46.98299685000  15.42076441667    382.464
       221637.0  46.98296239722  15.42071283611    382.915
       221638.0  46.98292233056  15.42065990000    383.274
       221639.0  46.98286731111  15.42062970000    383.432
       221640.0  46.98280584722  15.42061588611    383.045
       221641.0  46.98273199722  15.42059670556    382.248
       221642.0  46.98265954722  15.42060541389    383.089
       221643.0  46.98258480000  15.42063138333    383.390
       221644.0  46.98250499444  15.42067059444    383.185
       221645.0  46.98242439722  15.42071994444    382.764
       221646.0  46.98234302500  15.42078321389    383.088
       221647.0  46.98225607778  15.42085694722    383.063
       221648.0  46.98216878056  15.42092646944    383.046
       221649.0  46.98208492500  15.42099930000    383.519
       221650.0  46.98200148889  15.42107184444    384.091
       221651.0  46.98191834444  15.42114434444    384.261
       221652.0  46.98183007778  15.42121672222    383.791
       221653.0  46.98175038333  15.42129223333    383.875
       221654.0  46.98166590833  15.42137178889    382.918
       221655.0  46.98158225833  15.42144771944    382.991
       221656.0  46.98149474167  15.42152609722    383.796
       221657.0  46.98139865000  15.42160139722    383.337
       221658.0  46.98131344167  15.42168530833    382.870
       221659.0  46.98122871389  15.42175953889    383.236
       221660.0  46.98113792500  15.42184205000    382.842
       221661.0  46.98104973889  15.42192018333    382.610
       221662.0  46.98096207222  15.42199982222    381.766
       221663.0  46.98087164444  15.42207685000    382.431
       221664.0  46.98078242500  15.42214855000    382.951
       221665.0  46.98069596944  15.42222114444    383.253
       221666.0  46.98060384167  15.42230732500    382.153
       221667.0  46.98051906667  15.42238955000    382.374
       221668.0  46.98043060833  15.42247144444    382.564
       221669.0  46.98034376389  15.42254873333    382.501
       221670.0  46.98025889167  15.42262205000    382.882
       221671.0  46.98017607778  15.42269863889    383.693
       221672.0  46.98009008611  15.42277443333    383.654
       221673.0  46.98001040000  15.42284703333    383.758
       221674.0  46.97993688889  15.42290918333    383.092
       221675.0  46.97987055556  15.42297015278    383.079
       221676.0  46.97981720833  15.42302578333    382.858
       221677.0  46.97977290278  15.42310048333    383.286
       221678.0  46.97973616944  15.42317999722    383.543
       221679.0  46.97969659167  15.42326203611    382.979
       221680.0  46.97963920556  15.42335198056    382.574
       221681.0  46.97957803889  15.42344649167    382.269
       221682.0  46.97950978889  15.42351719722    383.003
       221683.0  46.97943647500  15.42359346667    382.620
       221684.0  46.97935463889  15.42367904722    383.097
       221685.0  46.97926861944  15.42376395000    383.016
       221686.0  46.97918442222  15.42385263333    383.620
       221687.0  46.97909445278  15.42394051667    383.507
       221688.0  46.97900368333  15.42402224444    382.765
       221689.0  46.97891651111  15.42410373333    382.202
       221690.0  46.97882616944  15.42418060000    382.322
       221691.0  46.97873573056  15.42426136111    382.051
       221692.0  46.97864721944  15.42433748889    382.373
       221693.0  46.97855343333  15.42441554444    382.248
       221694.0  46.97846215000  15.42449747500    382.209
       221695.0  46.97836978056  15.42458128333    382.113
       221696.0  46.97827827778  15.42466856111    381.643
       221697.0  46.97818783889  15.42474582500    381.488
       221698.0  46.97809423889  15.42482344722    381.038
       221699.0  46.97800246667  15.42490360556    382.052
       221700.0  46.97790750278  15.42498573889    382.285
       221701.0  46.97781620000  15.42507092222    381.900
       221702.0  46.97772586667  15.42515615278    382.417
       221703.0  46.97763628056  15.42523186389    381.830
       221704.0  46.97755631944  15.42530646944    381.394
       221705.0  46.97747453333  15.42537268889    381.176
       221706.0  46.97740195556  15.42543778056    381.836
       221707.0  46.97734017778  15.42550866111    382.065
       221708.0  46.97729499167  15.42558538333    382.095
       221709.0  46.97727063889  15.42567401667    382.224
       221710.0  46.97727446667  15.42576690556    381.322
       221711.0  46.97728913056  15.42585683333    381.087
       221712.0  46.97731338889  15.42594679444    380.930
       221713.0  46.97733873889  15.42605326389    380.936
       221714.0  46.97736032222  15.42617297222    381.250
       221715.0  46.97738572778  15.42629397222    381.592
       221716.0  46.97741159167  15.42642144722    381.918
       221717.0  46.97744122500  15.42654866944    381.467
       221718.0  46.97746845278  15.42668261944    380.547
       221719.0  46.97749611389  15.42682381667    379.945
       221720.0  46.97753066667  15.42695674444    380.937
       221721.0  46.97755277500  15.42709310833    382.437
       221722.0  46.97758265556  15.42722730278    382.755
       221723.0  46.97761057778  15.42737019167    382.056
       221724.0  46.97764511667  15.42750586389    382.146
       221725.0  46.97767694722  15.42764159722    381.629
       221726.0  46.97771256111  15.42777693889    381.746
       221727.0  46.97774568056  15.42790771389    382.795
       221728.0  46.97779497222  15.42802651667    383.827
       221729.0  46.97781676111  15.42816185833    384.194
       221730.0  46.97782105833  15.42831974722    381.828
       221731.0  46.97784820000  15.42846155556    381.147
       221732.0  46.97784270833  15.42861602778    380.721
       221733.0  46.97785362222  15.42874688333    380.710
       221734.0  46.97795123611  15.42881792222    382.555
       221735.0  46.97799802500  15.42892094167    382.359
       221736.0  46.97799017778  15.42904184444    381.567
       221737.0  46.97803692778  15.42912346667    381.802
       221738.0  46.97807230556  15.42921138056    381.524
       221739.0  46.97809892778  15.42929772500    381.959
       221740.0  46.97812263056  15.42939034444    381.328
       221741.0  46.97814670000  15.42948713611    380.891
       221742.0  46.97817125278  15.42957490833    380.832
       221743.0  46.97819043333  15.42966950000    381.353
       221744.0  46.97821112222  15.42975810556    381.833
       221745.0  46.97823983333  15.42983889444    382.466
       221746.0  46.97827795833  15.42990275833    382.608
       221747.0  46.97832787222  15.42994521667    383.162
       221748.0  46.97838894167  15.42996420833    383.287
       221749.0  46.97844865556  15.42995438889    383.564
       221750.0  46.97851406667  15.42992102500    382.768
       221751.0  46.97857434444  15.42987790000    382.631
       221752.0  46.97863405833  15.42983478889    382.897
       221753.0  46.97869943611  15.42980189167    382.667
       221754.0  46.97876622500  15.42976889444    381.877
       221755.0  46.97883575833  15.42973342500    380.759
       221756.0  46.97890236389  15.42969821667    380.413
       221757.0  46.97897272222  15.42966693889    381.592
       221758.0  46.97903147500  15.42962599722    381.953
       221759.0  46.97909886667  15.42959180556    382.070
       221760.0  46.97916425278  15.42955520278    381.280
       221761.0  46.97922501111  15.42952431667    381.844
       221762.0  46.97928983889  15.42949225000    382.870
       221763.0  46.97935444167  15.42945784444    383.351
       221764.0  46.97940783889  15.42943925278    383.130
       221765.0  46.97947221389  15.42942284167    382.088
       221766.0  46.97953033333  15.42939455000    382.582
       221767.0  46.97957585000  15.42935585278    383.532
       221768.0  46.97960045833  15.42928951389    384.255
       221769.0  46.97961827222  15.42921915278    383.733
       221770.0  46.97962334444  15.42913943889    382.942
       221771.0  46.97960322222  15.42905977778    382.854
       221772.0  46.97958444167  15.42897431389    381.537
       221773.0  46.97956550833  15.42888841389    381.563
       221774.0  46.97954234722  15.42880270833    381.786
       221775.0  46.97951734167  15.42871028056    382.066
       221776.0  46.97948866389  15.42862439167    382.025
       221777.0  46.97946074167  15.42854037222    381.762
       221778.0  46.97944383889  15.42845151944    382.057
       221779.0  46.97942334444  15.42837998611    381.520
       221780.0  46.97940484722  15.42830391944    382.073
       221781.0  46.97938803611  15.42824297778    381.460
       221782.0  46.97937487778  15.42818235278    381.904
       221783.0  46.97936456389  15.42814353056    382.630
       221784.0  46.97936406667  15.42812619167    381.830
       221785.0  46.97936782778  15.42812361389    381.087
       221786.0  46.97936583333  15.42811696667    380.645
       221787.0  46.97936514722  15.42811838333    380.662
       221788.0  46.97936718056  15.42811629444    380.406
       221789.0  46.97936786944  15.42811647778    380.967
       221790.0  46.97936566667  15.42812030000    381.594
       221791.0  46.97936405000  15.42811374444    381.675
       221792.0  46.97936395000  15.42811366944    381.579
       221793.0  46.97936488056  15.42811794167    381.717
       221794.0  46.97936079722  15.42811543889    382.403
       221795.0  46.97935766667  15.42811660833    382.478
       221796.0  46.97936180833  15.42811602222    381.904
       221797.0  46.97936036944  15.42811831667    382.396
       221798.0  46.97936086389  15.42812144167    381.316
       221799.0  46.97936099167  15.42812313889    380.546
       221800.0  46.97936282500  15.42811688333    380.304
       221801.0  46.97936068056  15.42811928611    379.992
       221802.0  46.97936428889  15.42812033333    379.975
       221803.0  46.97936856944  15.42811873056    380.826
       221804.0  46.97936394722  15.42811400278    381.839
       221805.0  46.97936383611  15.42811570278    381.715
       221806.0  46.97936456111  15.42811409444    381.393
       221807.0  46.97936589444  15.42811673333    381.273
       221808.0  46.97936257222  15.42811787222    381.160
       221809.0  46.97936535556  15.42811650556    381.284
       221810.0  46.97936414167  15.42811815556    381.690
       221811.0  46.97936113333  15.42811792500    381.698
       221812.0  46.97936079167  15.42811692778    382.456
       221813.0  46.97936257500  15.42811548889    382.284
       221814.0  46.97936135000  15.42811810278    382.866
       221815.0  46.97936534722  15.42811639444    382.870
       221816.0  46.97936444444  15.42811303889    382.172
       221817.0  46.97936268889  15.42811458611    381.832
       221818.0  46.97936092222  15.42811471944    381.685
       221819.0  46.97936336944  15.42811566944    381.734
       221820.0  46.97936422222  15.42811616389    382.197
       221821.0  46.97936224167  15.42811893611    381.416
       221822.0  46.97936630000  15.42812091389    381.420
       221823.0  46.97936171389  15.42812263056    381.200
       221824.0  46.97936045000  15.42812316111    381.572
       221825.0  46.97936156944  15.42811835556    381.912
       221826.0  46.97935783333  15.42811954444    381.751
       221827.0  46.97936096667  15.42811984167    380.515
       221828.0  46.97936634444  15.42811800278    379.981
       221829.0  46.97936548611  15.42812138333    380.214
       221830.0  46.97936456944  15.42811731944    381.109
       221831.0  46.97936256389  15.42811851667    380.984
       221832.0  46.97936459167  15.42811629167    381.738
       221833.0  46.97936556944  15.42811830833    382.494
       221834.0  46.97936353333  15.42811991389    382.328
       221835.0  46.97936458611  15.42812000556    382.357
       221836.0  46.97936313056  15.42811778056    381.740
       221837.0  46.97936261389  15.42811728056    382.110
       221838.0  46.97936316944  15.42812018889    381.996
       221839.0  46.97936625278  15.42812428889    380.895
       221840.0  46.97936882778  15.42811929722    380.494
       221841.0  46.97936552778  15.42811342222    380.910
       221842.0  46.97936443333  15.42811436667    381.626
       221843.0  46.97936427222  15.42811065278    381.228
       221844.0  46.97936626389  15.42811632222    381.297
       221845.0  46.97936647778  15.42811469722    381.545
       221846.0  46.97936403333  15.42811768333    381.874
       221847.0  46.97936426667  15.42811476389    381.534
       221848.0  46.97936298611  15.42811422500    380.865
       221849.0  46.97936347222  15.42811756111    380.343
       221850.0  46.97936358333  15.42811232778    380.265
       221851.0  46.97936499722  15.42811249444    380.824
       221852.0  46.97936711944  15.42811250833    380.660
       221853.0  46.97936361111  15.42811404444    379.824
       221854.0  46.97936288889  15.42811797500    380.642
       221855.0  46.97936030000  15.42811490556    381.273
       221856.0  46.97936108611  15.42811483611    381.242
       221857.0  46.97936331389  15.42811771944    380.952
       221858.0  46.97936436111  15.42811957500    381.642
       221859.0  46.97936364167  15.42811737500    382.237
       221860.0  46.97936477500  15.42811840278    381.580
       221861.0  46.97936447500  15.42812149167    380.634
       221862.0  46.97936304444  15.42811861111    380.093
       221863.0  46.97936079167  15.42811184444    380.968
       221864.0  46.97935934722  15.42811422778    381.907
       221865.0  46.97935975278  15.42811781667    381.777
       221866.0  46.97936037500  15.42811852500    381.664
       221867.0  46.97936255833  15.42811703333    380.471
       221868.0  46.97936354722  15.42811921389    379.822
       221869.0  46.97936540278  15.42812270833    381.025
       221870.0  46.97936386111  15.42811755833    381.713
       221871.0  46.97936402778  15.42812046389    383.045
       221872.0  46.97936556667  15.42811627222    383.124
       221873.0  46.97936546667  15.42811550556    383.460
       221874.0  46.97935928611  15.42811387500    382.325
       221875.0  46.97936127778  15.42811553333    381.270
       221876.0  46.97936057500  15.42811614722    381.472
       221877.0  46.97936096111  15.42811752778    381.596
       221878.0  46.97936187778  15.42811276667    381.982
       221879.0  46.97936072222  15.42811267222    382.457
       221880.0  46.97936085833  15.42811271389    382.879
       221881.0  46.97936179444  15.42811230278    382.899
       221882.0  46.97936175000  15.42812005833    382.110
       221883.0  46.97936337500  15.42811615278    382.089
       221884.0  46.97936572222  15.42811593611    381.752
       221885.0  46.97936436389  15.42811453611    381.717
       221886.0  46.97936237778  15.42811856944    381.032
       221887.0  46.97936635556  15.42811820278    381.629
       221888.0  46.97936632778  15.42811983333    381.239
       221889.0  46.97936280000  15.42811331667    381.284
       221890.0  46.97936354444  15.42811210556    380.844
       221891.0  46.97936365833  15.42811547222    380.729
       221892.0  46.97936215556  15.42811709167    381.899
       221893.0  46.97936303056  15.42811724167    382.322
       221894.0  46.97936287222  15.42811732222    381.832
       221895.0  46.97936748333  15.42811628611    381.088
       221896.0  46.97936437500  15.42811851111    380.874
       221897.0  46.97936066944  15.42811609444    381.227
       221898.0  46.97936079167  15.42811523611    382.013
       221899.0  46.97935833333  15.42811255000    382.691
       221900.0  46.97935741667  15.42811755556    383.332
       221901.0  46.97936051389  15.42811095556    383.073
       221902.0  46.97936110278  15.42811449444    382.151
       221903.0  46.97936386389  15.42811211667    381.818
       221904.0  46.97936089444  15.42811746111    382.169
       221905.0  46.97936717500  15.42812061389    382.023
       221906.0  46.97936845556  15.42811803889    380.658
       221907.0  46.97936919444  15.42811649444    380.456
       221908.0  46.97936995833  15.42811675278    381.176
       221909.0  46.97936677222  15.42812075278    381.495
       221910.0  46.97936697500  15.42812124444    381.807
       221911.0  46.97936422222  15.42811519444    381.843
       221912.0  46.97936429444  15.42811632778    381.524
       221913.0  46.97936672500  15.42811456111    381.651
       221914.0  46.97936321667  15.42811432500    381.300
       221915.0  46.97936693611  15.42811574444    380.971
       221916.0  46.97936548333  15.42811466944    380.980
       221917.0  46.97936666111  15.42811454722    381.231
       221918.0  46.97936246111  15.42811775556    381.693
       221919.0  46.97936380000  15.42811409444    382.739
       221920.0  46.97936121111  15.42812296389    383.148
       221921.0  46.97936130278  15.42811340833    382.711
       221922.0  46.97936386944  15.42811320833    382.419
       221923.0  46.97936661111  15.42811639444    381.567
       221924.0  46.97936385278  15.42811827500    381.463
       221925.0  46.97936308056  15.42812244167    380.615
       221926.0  46.97936173333  15.42811927222    380.143
       221927.0  46.97935995833  15.42811642778    380.909
       221928.0  46.97935867778  15.42811695833    381.514
       221929.0  46.97936185833  15.42811662222    381.503
       221930.0  46.97936331667  15.42811582778    381.045
       221931.0  46.97936024167  15.42811657500    380.779
       221932.0  46.97936333333  15.42811613056    381.466
       221933.0  46.97936433889  15.42812205000    381.925
       221934.0  46.97936185278  15.42812161111    382.165
       221935.0  46.97936100833  15.42811755000    381.475
       221936.0  46.97936274722  15.42811761389    380.515
       221937.0  46.97936092778  15.42811756111    381.251
       221938.0  46.97936055833  15.42811721667    381.404
       221939.0  46.97936005833  15.42811537222    381.769
       221940.0  46.97936556111  15.42811814167    381.728
       221941.0  46.97936551389  15.42811669722    381.871
       221942.0  46.97936382222  15.42811945556    381.242
       221943.0  46.97936221667  15.42811696111    381.201
       221944.0  46.97936341389  15.42811412778    380.693
       221945.0  46.97936127222  15.42811332500    381.286
       221946.0  46.97936422500  15.42811636667    380.875
       221947.0  46.97936493889  15.42811884444    381.147
       221948.0  46.97936392778  15.42812102222    381.513
       221949.0  46.97936131111  15.42811889167    381.929
       221950.0  46.97936101111  15.42811400000    382.667
       221951.0  46.97936153889  15.42811167500    382.536
       221952.0  46.97935936389  15.42811692222    382.795
       221953.0  46.97936178333  15.42811685000    381.984
       221954.0  46.97936258056  15.42811368889    381.238
       221955.0  46.97936715556  15.42811830278    381.113
       221956.0  46.97936731667  15.42811994167    380.748
       221957.0  46.97936862500  15.42811322222    381.133
       221958.0  46.97936440278  15.42811715278    381.486
       221959.0  46.97936211944  15.42811596944    381.107
       221960.0  46.97936439167  15.42811653333    381.127
       221961.0  46.97936195278  15.42812087500    380.853
       221962.0  46.97936591389  15.42811470833    380.833
       221963.0  46.97936603889  15.42811352778    380.892
       221964.0  46.97936895833  15.42811557222    380.848
       221965.0  46.97936747778  15.42811986944    381.182
       221966.0  46.97936516111  15.42811518056    381.606
       221967.0  46.97936581667  15.42811048056    381.999
       221968.0  46.97936678611  15.42811193889    381.799
       221969.0  46.97936743611  15.42811491111    380.457
       221970.0  46.97936819722  15.42811452222    379.564
       221971.0  46.97936904167  15.42811776111    379.497
       221972.0  46.97936884722  15.42811619722    379.735
       221973.0  46.97936896667  15.42811953056    380.391
       221974.0  46.97936955000  15.42811988889    381.329
       221975.0  46.97936342778  15.42811887222    381.827
       221976.0  46.97936308333  15.42811708889    382.120
       221977.0  46.97936049722  15.42811818333    382.398
       221978.0  46.97936295833  15.42811527500    382.586
       221979.0  46.97936033056  15.42811315278    382.866
       221980.0  46.97936181667  15.42811575556    382.339
       221981.0  46.97936138611  15.42811867778    381.632
       221982.0  46.97935895556  15.42811662778    380.824
       221983.0  46.97936440000  15.42811576944    381.108
       221984.0  46.97936346667  15.42812115833    381.795
       221985.0  46.97936140278  15.42811983889    382.724
       221986.0  46.97936153611  15.42811692778    383.339
       221987.0  46.97935906667  15.42811362500    383.942
       221988.0  46.97936128333  15.42811731111    383.582
       221989.0  46.97935751389  15.42811591389    383.438
       221990.0  46.97936025556  15.42811453611    382.893
       221991.0  46.97936357500  15.42811644167    382.356
       221992.0  46.97936222500  15.42811483333    381.897
       221993.0  46.97936253333  15.42811525278    381.936
       221994.0  46.97936123889  15.42811695833    381.811
       221995.0  46.97935926667  15.42811625000    381.493
       221996.0  46.97936455000  15.42811543889    381.239
       221997.0  46.97936286111  15.42812135000    381.619
       221998.0  46.97936405556  15.42812357222    381.984
       221999.0  46.97936656667  15.42811805556    381.383
       222000.0  46.97936230000  15.42811546667    380.620
       222001.0  46.97936631944  15.42811547778    380.992
       222002.0  46.97936612500  15.42811659722    382.014
       222003.0  46.97936553333  15.42811395833    382.086
       222004.0  46.97936224167  15.42811232500    381.107
       222005.0  46.97936351111  15.42811319444    380.844
       222006.0  46.97936248056  15.42811686667    380.696
       222007.0  46.97936206667  15.42811200000    381.559
       222008.0  46.97936207222  15.42811681389    381.695
       222009.0  46.97936442500  15.42811780833    380.901
       222010.0  46.97936529722  15.42811716944    380.714
       222011.0  46.97936828333  15.42811300278    380.639
       222012.0  46.97936997778  15.42811535000    380.707
       222013.0  46.97936792778  15.42811582222    380.893
       222014.0  46.97936423333  15.42811888056    382.120
       222015.0  46.97936009167  15.42811814722    382.345
       222016.0  46.97935906111  15.42811558611    383.290
       222017.0  46.97935982778  15.42811499722    383.138
       222018.0  46.97935996389  15.42811490278    382.265
       222019.0  46.97936417500  15.42811152222    381.489
       222020.0  46.97936318056  15.42811228333    381.076
       222021.0  46.97936567222  15.42811651111    380.978
       222022.0  46.97936478333  15.42811395278    381.270
       222023.0  46.97936290556  15.42812073056    382.146
       222024.0  46.97936267500  15.42811565000    381.867
       222025.0  46.97936420833  15.42811724444    381.859
       222026.0  46.97936542778  15.42811423889    380.998
       222027.0  46.97936757222  15.42812087778    380.829
       222028.0  46.97936571389  15.42811791389    380.832
       222029.0  46.97936569722  15.42811404167    381.265
       222030.0  46.97936424444  15.42811293333    382.326
       222031.0  46.97936393333  15.42811561667    382.410
       222032.0  46.97936110833  15.42811784167    381.695
       222033.0  46.97936263333  15.42811825833    381.179
       222034.0  46.97936491667  15.42811901389    380.752
       222035.0  46.97936638611  15.42811286389    381.170
       222036.0  46.97936563889  15.42811616389    381.183
       222037.0  46.97936908333  15.42811660556    381.079
       222038.0  46.97936895000  15.42811790278    380.344
       222039.0  46.97937005278  15.42812196111    380.452
       222040.0  46.97936621111  15.42811830278    381.015
       222041.0  46.97936208333  15.42812095833    382.328
       222042.0  46.97936208056  15.42811909444    382.978
       222043.0  46.97936247500  15.42811738889    382.993
       222044.0  46.97936451389  15.42811718889    382.591
       222045.0  46.97936645000  15.42810997500    382.321
       222046.0  46.97936444722  15.42810989444    382.320
       222047.0  46.97936333333  15.42811390000    381.148
       222048.0  46.97936439444  15.42811650833    380.923
       222049.0  46.97936394722  15.42811269167    381.552
       222050.0  46.97936550278  15.42811350556    381.595
       222051.0  46.97936560833  15.42811526389    381.426
       222052.0  46.97936582778  15.42811907500    382.421
       222053.0  46.97936092222  15.42811611389    382.331
       222054.0  46.97936686111  15.42811180833    382.405
       222055.0  46.97936620556  15.42811051944    381.717
       222056.0  46.97936318889  15.42811755833    381.458
       222057.0  46.97936279722  15.42811425000    381.828
       222058.0  46.97936222222  15.42811532778    381.947
       222059.0  46.97935803611  15.42811712222    382.177
       222060.0  46.97935976111  15.42811493889    382.453
       222061.0  46.97936193056  15.42811805556    382.547
       222062.0  46.97936147778  15.42811250000    382.252
       222063.0  46.97936300833  15.42811832778    381.837
       222064.0  46.97936526944  15.42812071111    381.688
       222065.0  46.97936808056  15.42811752500    381.826
       222066.0  46.97936369722  15.42812022222    382.059
       222067.0  46.97936348611  15.42811907500    382.888
       222068.0  46.97936573889  15.42811825556    383.065
       222069.0  46.97936652500  15.42812086111    382.077
       222070.0  46.97936328611  15.42811821389    382.149
       222071.0  46.97936510833  15.42811590556    381.874
       222072.0  46.97936641111  15.42811847778    381.763
       222073.0  46.97936413056  15.42811800556    382.278
       222074.0  46.97935980556  15.42811570833    382.374
       222075.0  46.97936031389  15.42811582778    382.318
       222076.0  46.97936470833  15.42811368333    382.217
       222077.0  46.97936576111  15.42811131667    381.876
       222078.0  46.97936665000  15.42811535833    381.523
       222079.0  46.97936286111  15.42811221667    381.488
       222080.0  46.97936216389  15.42811766111    382.349
       222081.0  46.97936324444  15.42812036111    383.044
       222082.0  46.97936261944  15.42811667778    383.040
       222083.0  46.97936335833  15.42811424722    382.470
       222084.0  46.97936356667  15.42811729722    381.297
       222085.0  46.97936328333  15.42811132778    380.920
       222086.0  46.97936062778  15.42811547778    381.583
       222087.0  46.97935810000  15.42811688889    381.925
       222088.0  46.97936240278  15.42811007500    381.897
       222089.0  46.97936356667  15.42811525833    382.388
       222090.0  46.97936015278  15.42811700278    381.828
       222091.0  46.97936251389  15.42811798889    381.963
       222092.0  46.97936290278  15.42811681667    382.164
       222093.0  46.97936243889  15.42811383056    381.979
       222094.0  46.97936113056  15.42811743333    382.176
       222095.0  46.97936428333  15.42811482222    382.209
       222096.0  46.97936496111  15.42811437500    382.042
       222097.0  46.97936727778  15.42811586944    382.094
       222098.0  46.97936615278  15.42811641111    381.790
       222099.0  46.97936615278  15.42811436389    381.106
       222100.0  46.97936696667  15.42811326389    381.375
